zip;primary_city;state;latitude;longitude;country
50576;Rembrandt;IA;42.82;-95.16;US
50577;Renwick;IA;42.82;-93.98;US
50578;Ringsted;IA;43.29;-94.5;US
50579;Rockwell City;IA;42.39;-94.63;US
50581;Rolfe;IA;42.81;-94.53;US
50582;Rutland;IA;42.76;-94.29;US
50583;Sac City;IA;42.42;-94.99;US
50585;Sioux Rapids;IA;42.89;-95.14;US
50586;Somers;IA;42.37;-94.43;US
50588;Storm Lake;IA;42.64;-95.19;US
50590;Swea City;IA;43.38;-94.31;US
50591;Thor;IA;42.68;-94.05;US
50592;Truesdale;IA;42.72;-95.18;US
50593;Varina;IA;42.65;-94.89;US
50594;Vincent;IA;42.59;-94.01;US
50595;Webster City;IA;42.46;-93.81;US
50597;West Bend;IA;42.96;-94.44;US
50598;Whittemore;IA;43.06;-94.42;US
50599;Woolstock;IA;42.56;-93.84;US
50601;Ackley;IA;42.55;-93.05;US
50602;Allison;IA;42.75;-92.79;US
50603;Alta Vista;IA;43.19;-92.41;US
50604;Aplington;IA;42.58;-92.88;US
50605;Aredale;IA;42.83;-93;US
50606;Arlington;IA;42.74;-91.67;US
50607;Aurora;IA;42.61;-91.72;US
50608;Austinville;IA;42.59;-92.96;US
50609;Beaman;IA;42.22;-92.82;US
50611;Bristow;IA;42.77;-92.9;US
50612;Buckingham;IA;42.25;-92.41;US
50613;Cedar Falls;IA;42.52;-92.45;US
50614;Cedar Falls;IA;42.52;-92.45;US
50616;Charles City;IA;43.06;-92.67;US
50619;Clarksville;IA;42.78;-92.66;US
50620;Colwell;IA;43.15;-92.59;US
50621;Conrad;IA;42.22;-92.87;US
50622;Denver;IA;42.67;-92.33;US
50623;Dewar;IA;42.55;-92.26;US
50624;Dike;IA;42.46;-92.63;US
50625;Dumont;IA;42.75;-92.97;US
50626;Dunkerton;IA;42.56;-92.15;US
50627;Eldora;IA;42.36;-93.1;US
50628;Elma;IA;43.24;-92.44;US
50629;Fairbank;IA;42.63;-92.05;US
50630;Fredericksburg;IA;42.96;-92.19;US
50631;Frederika;IA;42.88;-92.3;US
50632;Garwin;IA;42.09;-92.67;US
50633;Geneva;IA;42.67;-93.13;US
50634;Gilbertville;IA;42.41;-92.21;US
50635;Gladbrook;IA;42.18;-92.71;US
50636;Greene;IA;42.89;-92.8;US
50638;Grundy Center;IA;42.36;-92.77;US
50641;Hazleton;IA;42.61;-91.9;US
50642;Holland;IA;42.39;-92.79;US
50643;Hudson;IA;42.42;-92.45;US
50644;Independence;IA;42.46;-91.89;US
50645;Ionia;IA;43.03;-92.45;US
50647;Janesville;IA;42.64;-92.46;US
50648;Jesup;IA;42.47;-92.06;US
50649;Kesley;IA;42.68;-92.84;US
50650;Lamont;IA;42.59;-91.64;US
50651;La Porte City;IA;42.31;-92.19;US
50652;Lincoln;IA;42.26;-92.69;US
50653;Marble Rock;IA;42.96;-92.86;US
50654;Masonville;IA;42.47;-91.59;US
50655;Maynard;IA;42.77;-91.87;US
50657;Morrison;IA;42.34;-92.67;US
50658;Nashua;IA;42.95;-92.53;US
50659;New Hampton;IA;43.05;-92.31;US
50660;New Hartford;IA;42.56;-92.62;US
50661;North Washington;IA;43.11;-92.41;US
50662;Oelwein;IA;42.67;-91.91;US
50664;Oran;IA;42.69;-92.08;US
50665;Parkersburg;IA;42.57;-92.78;US
50666;Plainfield;IA;42.84;-92.53;US
50667;Raymond;IA;42.46;-92.22;US
50668;Readlyn;IA;42.7;-92.22;US
50669;Reinbeck;IA;42.32;-92.59;US
50670;Shell Rock;IA;42.71;-92.58;US
50671;Stanley;IA;42.64;-91.81;US
50672;Steamboat Rock;IA;42.4;-93.06;US
50673;Stout;IA;42.52;-92.71;US
50674;Sumner;IA;42.84;-92.09;US
50675;Traer;IA;42.19;-92.46;US
50676;Tripoli;IA;42.8;-92.25;US
50677;Waverly;IA;42.72;-92.46;US
50680;Wellsburg;IA;42.43;-92.92;US
50681;Westgate;IA;42.76;-91.99;US
50682;Winthrop;IA;42.47;-91.73;US
50701;Waterloo;IA;42.49;-92.35;US
50702;Waterloo;IA;42.49;-92.35;US
50703;Waterloo;IA;42.49;-92.35;US
50704;Waterloo;IA;42.49;-92.35;US
50706;Waterloo;IA;42.4;-92.26;US
50707;Evansdale;IA;42.46;-92.27;US
50801;Creston;IA;41.05;-94.36;US
50830;Afton;IA;41.02;-94.19;US
50831;Arispe;IA;40.94;-94.21;US
50833;Bedford;IA;40.67;-94.72;US
50835;Benton;IA;40.7;-94.35;US
50836;Blockton;IA;40.61;-94.47;US
50837;Bridgewater;IA;41.24;-94.66;US
50839;Carbon;IA;41.04;-94.82;US
50840;Clearfield;IA;40.8;-94.47;US
50841;Corning;IA;40.99;-94.73;US
50842;Cromwell;IA;41.04;-94.46;US
50843;Cumberland;IA;41.27;-94.86;US
50845;Diagonal;IA;40.81;-94.34;US
50846;Fontanelle;IA;41.29;-94.56;US
50847;Grant;IA;41.14;-94.98;US
50848;Gravity;IA;40.76;-94.74;US
50849;Greenfield;IA;41.3;-94.45;US
50851;Lenox;IA;40.88;-94.55;US
50853;Massena;IA;41.25;-94.76;US
50854;Mount Ayr;IA;40.71;-94.23;US
50857;Nodaway;IA;40.93;-94.89;US
50858;Orient;IA;41.2;-94.41;US
50859;Prescott;IA;41.02;-94.61;US
50860;Redding;IA;40.6;-94.38;US
50861;Shannon City;IA;40.9;-94.26;US
50862;Sharpsburg;IA;40.8;-94.64;US
50863;Tingley;IA;40.85;-94.19;US
50864;Villisca;IA;40.93;-94.97;US
50936;Des Moines;IA;41.57;-93.61;US
50940;Des Moines;IA;41.57;-93.61;US
50947;Des Moines;IA;41.57;-93.61;US
50950;Des Moines;IA;41.57;-93.61;US
50980;Des Moines;IA;41.57;-93.61;US
50981;Des Moines;IA;41.57;-93.61;US
50982;Des Moines;IA;41.58;-93.63;US
50983;Des Moines;IA;41.57;-93.66;US
51001;Akron;IA;42.82;-96.55;US
51002;Alta;IA;42.67;-95.3;US
51003;Alton;IA;42.98;-96;US
51004;Anthon;IA;42.38;-95.86;US
51005;Aurelia;IA;42.71;-95.43;US
51006;Battle Creek;IA;42.31;-95.59;US
51007;Bronson;IA;42.4;-96.21;US
51008;Brunsville;IA;42.81;-96.26;US
51009;Calumet;IA;42.94;-95.55;US
51010;Castana;IA;42.07;-95.9;US
51011;Chatsworth;IA;42.91;-96.51;US
51012;Cherokee;IA;42.75;-95.55;US
51014;Cleghorn;IA;42.81;-95.71;US
51015;Climbing Hill;IA;42.34;-96.07;US
51016;Correctionville;IA;42.47;-95.78;US
51018;Cushing;IA;42.46;-95.67;US
51019;Danbury;IA;42.23;-95.72;US
51020;Galva;IA;42.5;-95.41;US
51022;Granville;IA;42.98;-95.87;US
51023;Hawarden;IA;43;-96.48;US
51024;Hinton;IA;42.62;-96.29;US
51025;Holstein;IA;42.48;-95.54;US
51026;Hornick;IA;42.23;-96.09;US
51027;Ireton;IA;42.97;-96.32;US
51028;Kingsley;IA;42.58;-95.96;US
51029;Larrabee;IA;42.86;-95.54;US
51030;Lawton;IA;42.47;-96.18;US
51031;Le Mars;IA;42.78;-96.16;US
51033;Linn Grove;IA;42.89;-95.24;US
51034;Mapleton;IA;42.16;-95.79;US
51035;Marcus;IA;42.82;-95.8;US
51036;Maurice;IA;42.96;-96.18;US
51037;Meriden;IA;42.79;-95.63;US
51038;Merrill;IA;42.72;-96.24;US
51039;Moville;IA;42.48;-96.06;US
51040;Onawa;IA;42.02;-96.08;US
51041;Orange City;IA;43;-96.05;US
51044;Oto;IA;42.28;-95.89;US
51045;Oyens;IA;42.81;-96.05;US
51046;Paullina;IA;42.97;-95.68;US
51047;Peterson;IA;42.91;-95.34;US
51048;Pierson;IA;42.54;-95.86;US
51049;Quimby;IA;42.62;-95.64;US
51050;Remsen;IA;42.81;-95.97;US
51051;Rodney;IA;42.2;-95.95;US
51052;Salix;IA;42.3;-96.28;US
51053;Schaller;IA;42.49;-95.29;US
51054;Sergeant Bluff;IA;42.4;-96.35;US
51055;Sloan;IA;42.23;-96.22;US
51056;Smithland;IA;42.22;-95.93;US
51058;Sutherland;IA;42.97;-95.49;US
51060;Ute;IA;42.04;-95.7;US
51061;Washta;IA;42.57;-95.71;US
51062;Westfield;IA;42.75;-96.6;US
51063;Whiting;IA;42.12;-96.15;US
51101;Sioux City;IA;42.5;-96.39;US
51102;Sioux City;IA;42.5;-96.39;US
51103;Sioux City;IA;42.5;-96.39;US
51104;Sioux City;IA;42.5;-96.39;US
51105;Sioux City;IA;42.5;-96.39;US
51106;Sioux City;IA;42.5;-96.39;US
51108;Sioux City;IA;42.5;-96.39;US
51109;Sioux City;IA;42.5;-96.39;US
51111;Sioux City;IA;42.5;-96.39;US
51201;Sheldon;IA;43.17;-95.84;US
51230;Alvord;IA;43.34;-96.3;US
51231;Archer;IA;43.11;-95.74;US
51232;Ashton;IA;43.3;-95.79;US
51234;Boyden;IA;43.19;-96;US
51235;Doon;IA;43.27;-96.23;US
51237;George;IA;43.34;-96;US
51238;Hospers;IA;43.07;-95.9;US
51239;Hull;IA;43.19;-96.13;US
51240;Inwood;IA;43.28;-96.44;US
51241;Larchwood;IA;43.45;-96.43;US
51242;Lester;IA;43.43;-96.33;US
51243;Little Rock;IA;43.44;-95.88;US
51244;Matlock;IA;43.24;-95.93;US
51245;Primghar;IA;43.08;-95.62;US
51246;Rock Rapids;IA;43.42;-96.16;US
51247;Rock Valley;IA;43.2;-96.29;US
51248;Sanborn;IA;43.18;-95.65;US
51249;Sibley;IA;43.4;-95.74;US
51250;Sioux Center;IA;43.07;-96.17;US
51301;Spencer;IA;43.14;-95.15;US
51331;Arnolds Park;IA;43.36;-95.13;US
51333;Dickens;IA;43.13;-95.02;US
51334;Estherville;IA;43.39;-94.83;US
51338;Everly;IA;43.16;-95.32;US
51340;Fostoria;IA;43.24;-95.15;US
51341;Gillett Grove;IA;43.01;-95.03;US
51342;Graettinger;IA;43.23;-94.75;US
51343;Greenville;IA;43.01;-95.14;US
51344;Gruver;IA;43.39;-94.7;US
51345;Harris;IA;43.44;-95.43;US
51346;Hartley;IA;43.17;-95.47;US
51347;Lake Park;IA;43.44;-95.32;US
51350;Melvin;IA;43.28;-95.6;US
51351;Milford;IA;43.32;-95.15;US
51354;Ocheyedan;IA;43.41;-95.53;US
51355;Okoboji;IA;43.39;-95.13;US
51357;Royal;IA;43.06;-95.28;US
51358;Ruthven;IA;43.12;-94.89;US
51360;Spirit Lake;IA;43.42;-95.11;US
51363;Superior;IA;43.43;-94.94;US
51364;Terril;IA;43.3;-94.96;US
51365;Wallingford;IA;43.32;-94.79;US
51366;Webb;IA;42.94;-95.01;US
51401;Carroll;IA;42.06;-94.86;US
51430;Arcadia;IA;42.08;-95.04;US
51431;Arthur;IA;42.33;-95.34;US
51432;Aspinwall;IA;41.91;-95.13;US
51433;Auburn;IA;42.24;-94.87;US
51436;Breda;IA;42.18;-94.97;US
51439;Charter Oak;IA;42.06;-95.58;US
51440;Dedham;IA;41.9;-94.82;US
51441;Deloit;IA;42.09;-95.31;US
51442;Denison;IA;42.01;-95.34;US
51443;Glidden;IA;42.05;-94.72;US
51444;Halbur;IA;42;-94.97;US
51445;Ida Grove;IA;42.34;-95.47;US
51446;Irwin;IA;41.79;-95.2;US
51447;Kirkman;IA;41.72;-95.26;US
51448;Kiron;IA;42.19;-95.32;US
51449;Lake City;IA;42.26;-94.73;US
51450;Lake View;IA;42.3;-95.04;US
51451;Lanesboro;IA;42.18;-94.69;US
51452;Lidderdale;IA;42.12;-94.78;US
51453;Lohrville;IA;42.26;-94.55;US
51454;Manilla;IA;41.88;-95.23;US
51455;Manning;IA;41.9;-95.06;US
51458;Odebolt;IA;42.31;-95.25;US
51459;Ralston;IA;42.04;-94.62;US
51460;Ricketts;IA;42.12;-95.57;US
51461;Schleswig;IA;42.16;-95.43;US
51462;Scranton;IA;42.02;-94.54;US
51463;Templeton;IA;41.91;-94.94;US
51465;Vail;IA;42.05;-95.2;US
51466;Wall Lake;IA;42.26;-95.09;US
51467;Westside;IA;42.07;-95.1;US
51501;Council Bluffs;IA;41.24;-95.85;US
51502;Council Bluffs;IA;41.24;-95.85;US
51503;Council Bluffs;IA;41.24;-95.85;US
51510;Carter Lake;IA;41.28;-95.91;US
51520;Arion;IA;41.94;-95.46;US
51521;Avoca;IA;41.48;-95.33;US
51523;Blencoe;IA;41.92;-96.08;US
51525;Carson;IA;41.23;-95.41;US
51526;Crescent;IA;41.36;-95.85;US
51527;Defiance;IA;41.82;-95.33;US
51528;Dow City;IA;41.92;-95.49;US
51529;Dunlap;IA;41.85;-95.59;US
51530;Earling;IA;41.77;-95.41;US
51531;Elk Horn;IA;41.59;-95.06;US
51532;Elliott;IA;41.14;-95.16;US
51533;Emerson;IA;41.01;-95.4;US
51534;Glenwood;IA;41.04;-95.74;US
51535;Griswold;IA;41.23;-95.13;US
51536;Hancock;IA;41.39;-95.36;US
51537;Harlan;IA;41.65;-95.32;US
51540;Hastings;IA;41.02;-95.49;US
51541;Henderson;IA;41.13;-95.43;US
51542;Honey Creek;IA;41.46;-95.9;US
51543;Kimballton;IA;41.62;-95.07;US
51544;Lewis;IA;41.3;-95.08;US
51545;Little Sioux;IA;41.8;-96.02;US
51546;Logan;IA;41.64;-95.79;US
51548;Mc Clelland;IA;41.32;-95.68;US
51549;Macedonia;IA;41.19;-95.42;US
51550;Magnolia;IA;41.68;-95.87;US
51551;Malvern;IA;41;-95.58;US
51552;Marne;IA;41.44;-95.11;US
51553;Minden;IA;41.46;-95.54;US
51554;Mineola;IA;41.11;-95.74;US
51555;Missouri Valley;IA;41.55;-95.89;US
51556;Modale;IA;41.61;-96.01;US
51557;Mondamin;IA;41.7;-96.02;US
51558;Moorhead;IA;41.92;-95.85;US
51559;Neola;IA;41.45;-95.61;US
51560;Oakland;IA;41.3;-95.39;US
51561;Pacific Junction;IA;41.01;-95.79;US
51562;Panama;IA;41.72;-95.47;US
51563;Persia;IA;41.57;-95.57;US
51564;Pisgah;IA;41.83;-95.92;US
51565;Portsmouth;IA;41.65;-95.51;US
51566;Red Oak;IA;41.01;-95.22;US
51570;Shelby;IA;41.5;-95.45;US
51571;Silver City;IA;41.11;-95.63;US
51572;Soldier;IA;41.98;-95.77;US
51573;Stanton;IA;40.98;-95.1;US
51575;Treynor;IA;41.23;-95.6;US
51576;Underwood;IA;41.38;-95.67;US
51577;Walnut;IA;41.47;-95.22;US
51578;Westphalia;IA;41.71;-95.39;US
51579;Woodbine;IA;41.73;-95.7;US
51591;Red Oak;IA;41.01;-95.22;US
51593;Harlan;IA;41.65;-95.32;US
51601;Shenandoah;IA;40.75;-95.36;US
51602;Shenandoah;IA;40.75;-95.36;US
51603;Shenandoah;IA;40.75;-95.36;US
51630;Blanchard;IA;40.58;-95.22;US
51631;Braddyville;IA;40.57;-95.03;US
51632;Clarinda;IA;40.73;-95.03;US
51636;Coin;IA;40.65;-95.23;US
51637;College Springs;IA;40.62;-95.12;US
51638;Essex;IA;40.83;-95.3;US
51639;Farragut;IA;40.71;-95.48;US
51640;Hamburg;IA;40.6;-95.65;US
51645;Imogene;IA;40.87;-95.42;US
51646;New Market;IA;40.73;-94.9;US
51647;Northboro;IA;40.6;-95.29;US
51648;Percival;IA;40.73;-95.81;US
51649;Randolph;IA;40.87;-95.56;US
51650;Riverton;IA;40.68;-95.56;US
51651;Shambaugh;IA;40.65;-95.03;US
51652;Sidney;IA;40.74;-95.64;US
51653;Tabor;IA;40.89;-95.67;US
51654;Thurman;IA;40.81;-95.74;US
51656;Yorktown;IA;40.73;-95.15;US
52001;Dubuque;IA;42.5;-90.69;US
52002;Dubuque;IA;42.5;-90.69;US
52003;Dubuque;IA;42.5;-90.69;US
52004;Dubuque;IA;42.5;-90.69;US
52030;Andrew;IA;42.15;-90.59;US
52031;Bellevue;IA;42.25;-90.42;US
52032;Bernard;IA;42.31;-90.83;US
52033;Cascade;IA;42.29;-91;US
52035;Colesburg;IA;42.63;-91.2;US
52036;Delaware;IA;42.47;-91.34;US
52037;Delmar;IA;41.99;-90.6;US
52038;Dundee;IA;42.57;-91.54;US
52039;Durango;IA;42.56;-90.77;US
52040;Dyersville;IA;42.48;-91.11;US
52041;Earlville;IA;42.48;-91.26;US
52042;Edgewood;IA;42.64;-91.4;US
52043;Elkader;IA;42.85;-91.4;US
52044;Elkport;IA;42.74;-91.27;US
52045;Epworth;IA;42.44;-90.93;US
52046;Farley;IA;42.44;-91;US
52047;Farmersburg;IA;42.95;-91.36;US
52048;Garber;IA;42.74;-91.26;US
52049;Garnavillo;IA;42.86;-91.23;US
52050;Greeley;IA;42.58;-91.34;US
52052;Guttenberg;IA;42.78;-91.1;US
52053;Holy Cross;IA;42.6;-90.99;US
52054;La Motte;IA;42.29;-90.62;US
52056;Luxemburg;IA;42.6;-91.07;US
52057;Manchester;IA;42.48;-91.45;US
52060;Maquoketa;IA;42.06;-90.66;US
52064;Miles;IA;42.04;-90.31;US
52065;New Vienna;IA;42.54;-91.11;US
52066;North Buena Vista;IA;42.68;-90.95;US
52068;Peosta;IA;42.44;-90.85;US
52069;Preston;IA;42.04;-90.39;US
52070;Sabula;IA;42.06;-90.17;US
52071;Saint Donatus;IA;42.36;-90.54;US
52072;Saint Olaf;IA;42.92;-91.38;US
52073;Sherrill;IA;42.6;-90.78;US
52074;Spragueville;IA;42.07;-90.43;US
52075;Springbrook;IA;42.16;-90.48;US
52076;Strawberry Point;IA;42.68;-91.53;US
52077;Volga;IA;42.8;-91.54;US
52078;Worthington;IA;42.39;-91.12;US
52079;Zwingle;IA;42.29;-90.68;US
52099;Dubuque;IA;42.5;-90.69;US
52101;Decorah;IA;43.3;-91.79;US
52132;Calmar;IA;43.17;-91.86;US
52133;Castalia;IA;43.11;-91.67;US
52134;Chester;IA;43.49;-92.36;US
52135;Clermont;IA;43;-91.65;US
52136;Cresco;IA;43.37;-92.11;US
52140;Dorchester;IA;43.46;-91.51;US
52141;Elgin;IA;42.95;-91.63;US
52142;Fayette;IA;42.84;-91.8;US
52144;Fort Atkinson;IA;43.14;-91.93;US
52146;Harpers Ferry;IA;43.2;-91.15;US
52147;Hawkeye;IA;42.93;-91.95;US
52149;Highlandville;IA;43.44;-91.68;US
52151;Lansing;IA;43.36;-91.22;US
52154;Lawler;IA;43.07;-92.15;US
52155;Lime Springs;IA;43.45;-92.28;US
52156;Luana;IA;43.06;-91.45;US
52157;Mc Gregor;IA;43.02;-91.18;US
52158;Marquette;IA;43.04;-91.18;US
52159;Monona;IA;43.05;-91.39;US
52160;New Albin;IA;43.49;-91.28;US
52161;Ossian;IA;43.14;-91.76;US
52162;Postville;IA;43.08;-91.56;US
52163;Protivin;IA;43.21;-92.08;US
52164;Randalia;IA;42.86;-91.88;US
52165;Ridgeway;IA;43.29;-91.99;US
52166;Saint Lucas;IA;43.06;-91.93;US
52168;Spillville;IA;43.2;-91.95;US
52169;Wadena;IA;42.83;-91.65;US
52170;Waterville;IA;43.2;-91.29;US
52171;Waucoma;IA;43.05;-92.03;US
52172;Waukon;IA;43.26;-91.47;US
52175;West Union;IA;42.95;-91.81;US
52201;Ainsworth;IA;41.29;-91.55;US
52202;Alburnett;IA;42.14;-91.61;US
52203;Amana;IA;41.8;-91.86;US
52204;Amana;IA;41.8;-91.86;US
52205;Anamosa;IA;42.1;-91.28;US
52206;Atkins;IA;41.99;-91.85;US
52207;Baldwin;IA;42.07;-90.83;US
52208;Belle Plaine;IA;41.89;-92.27;US
52209;Blairstown;IA;41.9;-92.08;US
52210;Brandon;IA;42.31;-92;US
52211;Brooklyn;IA;41.73;-92.44;US
52212;Center Junction;IA;42.11;-91.08;US
52213;Center Point;IA;42.18;-91.77;US
52214;Central City;IA;42.2;-91.52;US
52215;Chelsea;IA;41.92;-92.39;US
52216;Clarence;IA;41.88;-91.05;US
52217;Clutier;IA;42.07;-92.4;US
52218;Coggon;IA;42.27;-91.53;US
52219;Prairieburg;IA;42.23;-91.42;US
52220;Conroy;IA;41.73;-92;US
52221;Guernsey;IA;41.64;-92.34;US
52222;Deep River;IA;41.58;-92.37;US
52223;Delhi;IA;42.43;-91.33;US
52224;Dysart;IA;42.17;-92.3;US
52225;Elberon;IA;42;-92.31;US
52227;Ely;IA;41.87;-91.58;US
52228;Fairfax;IA;41.92;-91.78;US
52229;Garrison;IA;42.14;-92.14;US
52231;Harper;IA;41.36;-92.05;US
52232;Hartwick;IA;41.78;-92.34;US
52233;Hiawatha;IA;42.04;-91.68;US
52235;Hills;IA;41.57;-91.53;US
52236;Homestead;IA;41.76;-91.86;US
52237;Hopkinton;IA;42.34;-91.24;US
52240;Iowa City;IA;41.65;-91.53;US
52241;Coralville;IA;41.69;-91.6;US
52242;Iowa City;IA;41.65;-91.53;US
52243;Iowa City;IA;41.65;-91.53;US
52244;Iowa City;IA;41.65;-91.53;US
52245;Iowa City;IA;41.65;-91.53;US
52246;Iowa City;IA;41.65;-91.53;US
52247;Kalona;IA;41.48;-91.7;US
52248;Keota;IA;41.36;-91.95;US
52249;Keystone;IA;41.99;-92.19;US
52251;Ladora;IA;41.75;-92.18;US
52252;Langworthy;IA;42.18;-91.21;US
52253;Lisbon;IA;41.92;-91.39;US
52254;Lost Nation;IA;41.96;-90.81;US
52255;Lowden;IA;41.85;-90.92;US
52257;Luzerne;IA;41.9;-92.18;US
52301;Marengo;IA;41.79;-92.06;US
52302;Marion;IA;42.03;-91.58;US
52305;Martelle;IA;42.02;-91.35;US
52306;Mechanicsville;IA;41.9;-91.25;US
52307;Middle Amana;IA;41.8;-91.9;US
52308;Millersburg;IA;41.57;-92.15;US
52309;Monmouth;IA;42.07;-90.88;US
52310;Monticello;IA;42.23;-91.19;US
52312;Morley;IA;42;-91.24;US
52313;Mount Auburn;IA;42.25;-92.09;US
52314;Mount Vernon;IA;41.92;-91.42;US
52315;Newhall;IA;41.99;-91.96;US
52316;North English;IA;41.51;-92.07;US
52317;North Liberty;IA;41.74;-91.6;US
52318;Norway;IA;41.9;-91.92;US
52319;Oakdale;IA;41.7;-91.6;US
52320;Olin;IA;41.99;-91.14;US
52321;Onslow;IA;42.1;-91.01;US
52322;Oxford;IA;41.72;-91.78;US
52323;Oxford Junction;IA;41.98;-90.95;US
52324;Palo;IA;42.06;-91.79;US
52325;Parnell;IA;41.58;-92;US
52326;Quasqueton;IA;42.39;-91.75;US
52327;Riverside;IA;41.48;-91.57;US
52328;Robins;IA;42.07;-91.66;US
52329;Rowley;IA;42.36;-91.84;US
52330;Ryan;IA;42.35;-91.48;US
52332;Shellsburg;IA;42.09;-91.86;US
52333;Solon;IA;41.8;-91.49;US
52334;South Amana;IA;41.78;-91.96;US
52335;South English;IA;41.45;-92.09;US
52336;Springville;IA;42.05;-91.44;US
52337;Stanwood;IA;41.89;-91.15;US
52338;Swisher;IA;41.84;-91.69;US
52339;Tama;IA;41.96;-92.57;US
52340;Tiffin;IA;41.7;-91.67;US
52341;Toddville;IA;42.1;-91.71;US
52342;Toledo;IA;41.99;-92.58;US
52344;Troy Mills;IA;42.28;-91.68;US
52345;Urbana;IA;42.22;-91.87;US
52346;Van Horne;IA;42.01;-92.09;US
52347;Victor;IA;41.73;-92.29;US
52348;Vining;IA;41.99;-92.38;US
52349;Vinton;IA;42.16;-92.02;US
52350;Viola;IA;42.03;-91.42;US
52351;Walford;IA;41.87;-91.83;US
52352;Walker;IA;42.28;-91.78;US
52353;Washington;IA;41.29;-91.69;US
52354;Watkins;IA;41.88;-91.98;US
52355;Webster;IA;41.43;-92.17;US
52356;Wellman;IA;41.46;-91.83;US
52358;West Branch;IA;41.67;-91.34;US
52359;West Chester;IA;41.34;-91.81;US
52361;Williamsburg;IA;41.66;-92;US
52362;Wyoming;IA;42.06;-91;US
52401;Cedar Rapids;IA;41.97;-91.66;US
52402;Cedar Rapids;IA;41.97;-91.66;US
52403;Cedar Rapids;IA;41.97;-91.66;US
52404;Cedar Rapids;IA;41.97;-91.66;US
52405;Cedar Rapids;IA;41.97;-91.66;US
52406;Cedar Rapids;IA;41.97;-91.66;US
52407;Cedar Rapids;IA;41.97;-91.66;US
52408;Cedar Rapids;IA;41.97;-91.66;US
52409;Cedar Rapids;IA;41.97;-91.66;US
52410;Cedar Rapids;IA;41.97;-91.66;US
52411;Cedar Rapids;IA;41.97;-91.66;US
52497;Cedar Rapids;IA;41.97;-91.66;US
52498;Cedar Rapids;IA;41.97;-91.66;US
52499;Cedar Rapids;IA;41.97;-91.66;US
52501;Ottumwa;IA;41.01;-92.41;US
52530;Agency;IA;40.99;-92.3;US
52531;Albia;IA;41.02;-92.8;US
52533;Batavia;IA;40.99;-92.16;US
52534;Beacon;IA;41.27;-92.68;US
52535;Birmingham;IA;40.87;-91.94;US
52536;Blakesburg;IA;40.96;-92.63;US
52537;Bloomfield;IA;40.74;-92.41;US
52538;West Grove;IA;40.69;-92.61;US
52540;Brighton;IA;41.17;-91.82;US
52542;Cantril;IA;40.64;-92.06;US
52543;Cedar;IA;41.2;-92.5;US
52544;Centerville;IA;40.73;-92.87;US
52548;Chillicothe;IA;41.08;-92.52;US
52549;Cincinnati;IA;40.63;-92.92;US
52550;Delta;IA;41.32;-92.32;US
52551;Douds;IA;40.8;-92.04;US
52552;Drakesville;IA;40.79;-92.48;US
52553;Eddyville;IA;41.15;-92.62;US
52554;Eldon;IA;40.91;-92.21;US
52555;Exline;IA;40.64;-92.84;US
52556;Fairfield;IA;41;-91.96;US
52557;Fairfield;IA;41;-91.96;US
52560;Floris;IA;40.86;-92.33;US
52561;Fremont;IA;41.21;-92.43;US
52562;Hayesville;IA;41.26;-92.24;US
52563;Hedrick;IA;41.17;-92.3;US
52565;Keosauqua;IA;40.73;-91.96;US
52566;Kirkville;IA;41.14;-92.5;US
52567;Libertyville;IA;40.95;-92.04;US
52568;Martinsburg;IA;41.17;-92.25;US
52569;Melrose;IA;40.98;-93.04;US
52570;Milton;IA;40.67;-92.16;US
52571;Moravia;IA;40.89;-92.81;US
52572;Moulton;IA;40.68;-92.67;US
52573;Mount Sterling;IA;40.61;-91.93;US
52574;Mystic;IA;40.77;-92.94;US
52576;Ollie;IA;41.19;-92.09;US
52577;Oskaloosa;IA;41.29;-92.63;US
52580;Packwood;IA;41.13;-92.08;US
52581;Plano;IA;40.75;-93.04;US
52583;Promise City;IA;40.74;-93.15;US
52584;Pulaski;IA;40.69;-92.27;US
52585;Richland;IA;41.18;-91.99;US
52586;Rose Hill;IA;41.32;-92.46;US
52588;Selma;IA;40.86;-92.15;US
52590;Seymour;IA;40.68;-93.12;US
52591;Sigourney;IA;41.33;-92.2;US
52593;Udell;IA;40.78;-92.74;US
52594;Unionville;IA;40.81;-92.69;US
52595;University Park;IA;41.28;-92.61;US
52601;Burlington;IA;40.8;-91.12;US
52619;Argyle;IA;40.53;-91.56;US
52620;Bonaparte;IA;40.7;-91.8;US
52621;Crawfordsville;IA;41.21;-91.53;US
52623;Danville;IA;40.86;-91.31;US
52624;Denmark;IA;40.75;-91.33;US
52625;Donnellson;IA;40.64;-91.56;US
52626;Farmington;IA;40.63;-91.73;US
52627;Fort Madison;IA;40.61;-91.35;US
52630;Hillsboro;IA;40.83;-91.71;US
52631;Houghton;IA;40.78;-91.61;US
52632;Keokuk;IA;40.4;-91.4;US
52635;Lockridge;IA;40.99;-91.74;US
52637;Mediapolis;IA;41;-91.16;US
52638;Middletown;IA;40.82;-91.26;US
52639;Montrose;IA;40.52;-91.41;US
52640;Morning Sun;IA;41.09;-91.25;US
52641;Mount Pleasant;IA;40.96;-91.54;US
52642;Rome;IA;40.98;-91.68;US
52644;Mount Union;IA;41.05;-91.39;US
52645;New London;IA;40.92;-91.4;US
52646;Oakville;IA;41.09;-91.04;US
